class,sentence
အချိန်ပြစကား,ရက်သတ္တပတ်
အချိန်ပြစကား,သဘက်ခါ
အချိန်ပြစကား,အမြဲတမ်း
အမိန့်ပေးစကား,ခိုင်းတဲ့အတိုင်းလုပ်
အမိန့်ပေးစကား,ငါပြောသလိုလုပ်
အမိန့်ပေးစကား,စာကျက်တော့
အမိန့်ပေးစကား,တော်တော့
အမိန့်ပေးစကား,မစားရဘူး
အမိန့်ပေးစကား,မပြောရဘူး
အမိန့်ပေးစကား,မလုပ်ရဘူး
အမိန့်ပေးစကား,မသွားရဘူး
အမိန့်ပေးစကား,ရပ်လိုက်
အမိန့်ပေးစကား,အခုချက်ခြင်းလုပ်
အမိန့်ပေးစကား,အခုသွားစမ်း
အမိန့်ပေးစကား,အလုပ်လုပ်
အမုန်းစကား,စောက်ကုလား
အမုန်းစကား,စောက်တောသား
အမုန်းစကား,စောင်ကလား
အမုန်းစကား,စောင်ကုလား
အမုန်းစကား,စောင်တောသား
အမုန်းစကား,စောင်ဗမှား
အမုန်းစကား,ဆောက်ကုလား
အမုန်းစကား,တောသား
အမုန်းစကား,ဓားနဲ့ထိုး
အမုန်းစကား,ဘုမယ်
အမုန်းစကား,မုန်းတယ်
အမုန်းစကား,မျိုးပြုတ်အောင်သတ်
အမုန်းစကား,မျိုးဖြုတ်ပြစ်
အမုန်းစကား,လူသတ်မယ်
အမုန်းစကား,ဝက်သားစား
အမုန်းစကား,သောက်ဗမာ
အမုန်းစကား,အကုန်သတ်ပြစ်
အမုန်းစကား,အောက်တန်းစားလား
အမေးစကား,ကြားသေးလား
အမေးစကား,ဂျေဝင်နေလား
အမေးစကား,ထိုင်မှာလား
အမေးစကား,ထီးပါလား
အမေးစကား,ထွက်ဦးမလား
အမေးစကား,ဒီနေ့ဘာဟင်းချက်လဲ
အမေးစကား,နိုင်လား
အမေးစကား,ပါလို့လဲ
အမေးစကား,ပျော်ရဲ့လား
အမေးစကား,ဖတ်ပြီးပြီလား
အမေးစကား,ဘယ်တော့လဲ
အမေးစကား,ဘယ်နေ့လဲ
အမေးစကား,ဘယ်လို
အမေးစကား,ဘယ်လိုဖြစ်တာလဲ
အမေးစကား,ဘယ်လိုလဲ
အမေးစကား,ဘယ်သူလဲ
အမေးစကား,ဘယ်သူ့အတွက်လဲ
အမေးစကား,ဘယ်သွားမလို့ပဲ
အမေးစကား,ဘယ်အချိန်လဲ
အမေးစကား,ဘာကြောင့်လဲ
အမေးစကား,ဘာစားမလဲ
အမေးစကား,ဘာစားရမလဲ
အမေးစကား,ဘာစီးရမလဲ
အမေးစကား,ဘာတုန်း
အမေးစကား,ဘာတဲ့တုန်း
အမေးစကား,ဘာတွလာမေးနေတာလဲ
အမေးစကား,ဘာနဲ့စားမလဲ
အမေးစကား,ဘာပြောလိုက်တယ်
အမေးစကား,ဘာဖြစ်တာလဲ
အမေးစကား,ဘာဖြစ်လို့တုန်း
အမေးစကား,ဘာလား
အမေးစကား,ဘာလုပ်
အမေးစကား,ဘာလုပ်နေလဲ
အမေးစကား,ဘာလုပ်ဖို့လဲ
အမေးစကား,ဘာလဲ
အမေးစကား,ဘာအတွက်လဲ
အမေးစကား,ဘီလိုလည်း
အမေးစကား,ဘူလဲ
အမေးစကား,မင်းနဲ့ဆိုင်လား
အမေးစကား,မပျော်ဘူးလား
အမေးစကား,မလည်ဘူးလား
အမေးစကား,မေးချင်တယ်
အမေးစကား,မေးပါရစေ
အမေးစကား,လာပြီလား
အမေးစကား,လိုက်မလား
အမေးစကား,သိမ်းထားလား
အမေးစကား,သောက်မလား
အမေးစကား,ဟုတ်လား
အမေးစကား,အဆင်ပြေလား
အမေးစကား,အပြင်သွားကြမလား
အမေးစကား,အဖော်ပါလား
အမေးစကား,အသိရှိလား
အမေးစကား,အိပ်နေလား
အမေးစကား,ဦးထုပ်ပါလား
အသိပေးစကား,ကုန်ပြီ
အသိပေးစကား,ကဲမယ်
အသိပေးစကား,ခက်တယ်
အသိပေးစကား,ခဏခဏရောက်တယ်
အသိပေးစကား,ခိုက်မိမယ်
အသိပေးစကား,ခေါင်းပေါ်ကျမယ်
အသိပေးစကား,စမ်းပေးမယ်
အသိပေးစကား,စမ်းမယ်
အသိပေးစကား,စာဖတ်နေတယ်
အသိပေးစကား,စားကောင်းသားပဲ
အသိပေးစကား,စားပြီးပြီ
အသိပေးစကား,စောင့်နေမယ်
အသိပေးစကား,စျေးသွားမယ်
အသိပေးစကား,တနေ့တခြားပိုဝလာတယ်
အသိပေးစကား,တိုက်မိမယ်
အသိပေးစကား,တွေ့ခဲ့တယ်
အသိပေးစကား,တွေ့လိုက်တယ်
အသိပေးစကား,ပြောလတ်မေလေ
အသိပေးစကား,ဖျားနေတယ်
အသိပေးစကား,မလွယ်ဘူး
အသိပေးစကား,မိတ်ဆက်ပေးမယ်
အသိပေးစကား,မိုးချုပ်ပြီ
အသိပေးစကား,မိုးမရွာဘူး
အသိပေးစကား,မိုးရွာနေတယ်
အသိပေးစကား,မိုးလင်းပြီ
အသိပေးစကား,မီးပျက်နေတယ်
အသိပေးစကား,မီးပျက်သွားပြီ
အသိပေးစကား,မီးမလာဘူး
အသိပေးစကား,မီးလာဘီ
အသိပေးစကား,မေးပေးမယ်
အသိပေးစကား,ရေချိုးနေတာ
အသိပေးစကား,ရောက်တော့မယ်
အသိပေးစကား,ရောက်နေပီ
အသိပေးစကား,ရောက်မယ်
အသိပေးစကား,ရောလိုက်မယ်
အသိပေးစကား,လိုင်းကျနေတယ်
အသိပေးစကား,လိုင်းမကောင်းဘူး
အသိပေးစကား,လုပ်ထားတယ်
အသိပေးစကား,လွယ်ပါတယ်
အသိပေးစကား,သတိထား
အသိပေးစကား,သဘောပဲ
အသိပေးစကား,သောက်နေတယ်
အသိပေးစကား,သောက်မယ်
အသိပေးစကား,သွားနေပြီလေ
အသိပေးစကား,သွားဖြစ်တယ်
အသိပေးစကား,သွားမယ်
အသိပေးစကား,ဟုတယ်
အသိပေးစကား,အိပ်တော့မယ်
အံ့သြစကား,ဒါဘာကြီးဒုန်း
အံ့သြစကား,ဖျားဖျား
အံ့သြစကား,ဗုဒ္ဓေါ
အံ့သြစကား,ဘာ
အံ့သြစကား,ဘုရားရေ
အံ့သြစကား,လက်လန်တယ်
အံ့သြစကား,လန်ထွက်နေတယ်
အံ့သြစကား,ဟင်
အံ့သြစကား,ဟမ်
အံ့သြစကား,ဟယ်
အံ့သြစကား,ဟာ
အံ့သြစကား,ဟိုက်
အံ့သြစကား,ဟေ
အံ့သြစကား,ဟောတော့
အံ့သြစကား,ဟောဗျာ
အံ့သြစကား,ဟဲ့
အံ့သြစကား,အမလေး
အံ့သြစကား,အို
